,ligand,receptor,spc
MDK_SDC3,MDK,SDC3,0.34521313766596784
COL5A1_SDC3,COL5A1,SDC3,0.26321398124467177
PLAU_IGF2R,PLAU,IGF2R,0.27371453900709225
EFNA1_EPHA2,EFNA1,EPHA2,0.9686274509803922
SEMA4D_PLXNB1,SEMA4D,PLXNB1,0.07695902788596354
SEMA4A_PLXNB1,SEMA4A,PLXNB1,0.3139996821865565
S100A10_TRPV6,S100A10,TRPV6,0.5496828752642706
B2M_TFRC,B2M,TFRC,0.6752323674138874
SEMA3B_NRP2,SEMA3B,NRP2,0.7671998757571051
VEGFA_NRP2,VEGFA,NRP2,0.9686274509803922
PGF_NRP2,PGF,NRP2,0.3055701605171187
LGALS9_CD47,LGALS9,CD47,0.07694164739231672
THBS2_CD47,THBS2,CD47,0.7753884790456756
COL4A1_CD47,COL4A1,CD47,0.8316498316498318
GNAS_ADORA1,GNAS,ADORA1,0.9686274509803922
AFDN_NECTIN4,AFDN,NECTIN4,1.0
AFDN_F11R,AFDN,F11R,0.5311827956989248
CD59_CD2,CD59,CD2,0.9045134120662821
MDK_TSPAN1,MDK,TSPAN1,0.9329556185080263
MDK_SDC4,MDK,SDC4,0.40977147360126087
BMP2_ENG,BMP2,ENG,0.20369034120193794
ALOX5AP_ALOX5,ALOX5AP,ALOX5,0.028153762858689767
HLA-C_NOTCH4,HLA-C,NOTCH4,0.4192836530300458
SPTBN2_PTPRA,SPTBN2,PTPRA,0.9686274509803922
MDK_SDC1,MDK,SDC1,1.0
LAMB2_ITGB1,LAMB2,ITGB1,0.8712522045855379
MDK_ITGB1,MDK,ITGB1,0.18700787401574803
ADAM9_ITGB1,ADAM9,ITGB1,0.5486145815980898
VEGFA_ITGB1,VEGFA,ITGB1,0.9536679536679538
SPON2_ITGB2,SPON2,ITGB2,0.06939469285122284
ICAM2_ITGB2,ICAM2,ITGB2,0.7169811320754718
VEGFA_SIRPA,VEGFA,SIRPA,0.9801587301587301
ADAM9_ITGA6,ADAM9,ITGA6,0.5496828752642706
VIM_CD44,VIM,CD44,0.16352201257861634
SEMA4D_PLXNB2,SEMA4D,PLXNB2,0.8472686733556298
CXCL17_GPR35,CXCL17,GPR35,0.005811764705882353
